0,632
0,2619
0,7020
0,7927
0,9816
0,10918
0,12892
0,13105
0,13741
0,14831
0,17887
0,19679
0,19940
1,2690
1,3341
1,5284
1,6774
1,7681
1,8873
1,10842
1,12244
1,12334
1,17710
1,17744
2,361
2,1072
2,2025
2,2996
2,3264
2,3969
2,4341
2,5481
2,6859
2,7040
2,7669
2,8512
2,10483
2,10747
2,11956
2,15109
2,17044
2,17297
2,17563
2,17932
2,18856
2,19420
3,1158
3,1240
3,1449
3,2773
3,3138
3,5957
3,6085
3,6749
3,7273
3,8854
3,11091
3,11333
3,11673
3,12621
3,13884
3,14061
3,15276
3,16971
3,16983
3,17473
3,18089
3,18756
4,1903
4,2260
4,2322
4,2458
4,2567
4,3145
4,3235
4,3912
4,4270
4,5170
4,5420
4,6619
4,8005
4,8373
4,11052
4,13573
4,14846
4,17295
4,19617
5,1345
5,2473
5,2645
5,6225
5,7371
5,8071
5,8118
5,9427
5,10966
5,11160
5,12043
5,12422
5,12793
5,12910
5,13126
5,14590
5,17692
5,18539
5,18845
5,18941
6,828
6,3204
6,6900
6,10206
6,12061
6,12574
6,14676
6,14837
6,15151
6,16735
6,17125
6,17941
6,19737
7,2778
7,3649
7,5246
7,7999
7,8279
7,8708
7,10332
7,10776
7,12174
7,12705
7,13093
7,14725
7,15071
7,15880
7,15987
7,17195
7,17923
7,18377
8,475
8,6263
8,7213
8,7286
8,8867
8,9287
8,9841
8,9883
8,13758
8,13967
8,14256
8,15454
8,16675
8,17817
8,19509
9,226
9,1413
9,2062
9,5436
9,6141
9,7096
9,9261
9,9847
9,11837
9,12632
9,12987
9,15983
9,16769
9,17869
9,19005
10,556
10,1090
10,2898
10,3418
10,3636
10,4138
10,4988
10,5088
10,6880
10,7918
10,7983
10,11601
10,11618
10,11732
10,12380
10,13184
10,14302
10,14776
10,15195
10,16442
10,17344
10,18084
10,18296
11,3193
11,5332
11,8465
11,8818
11,12150
11,13532
11,14060
11,15589
11,15893
11,16374
11,16739
11,17270
11,19626
11,19835
12,1646
12,3305
12,6133
12,7153
12,7497
12,9076
12,9512
12,9955
12,10347
12,10490
12,13705
12,14498
12,14600
12,16486
12,17758
12,18127
12,18315
12,19078
12,19230
13,2040
13,2398
13,6245
13,6293
13,6936
13,8631
13,9048
13,9724
13,11286
13,13332
13,15711
13,15887
13,16447
13,17381
13,18008
13,18960
13,19868
14,231
14,510
14,1832
14,1858
14,2872
14,3634
14,4375
14,7172
14,7908
14,8674
14,8785
14,9057
14,9715
14,10466
14,10521
14,11356
14,13196
14,13227
14,14653
14,15787
14,16403
14,16975
14,18087
14,18704
14,19299
15,810
15,3182
15,3521
15,3775
15,3932
15,5162
15,5166
15,9224
15,9877
15,10181
15,10768
15,12439
15,12925
15,13545
15,14480
15,14748
15,15295
15,18877
15,19091
15,19356
15,19560
15,19631
15,19913
16,1470
16,2512
16,2706
16,3335
16,3815
16,4337
16,5741
16,5845
16,7408
16,7692
16,8918
16,9912
16,10803
16,11469
16,11755
16,11816
16,12485
16,13009
16,16242
16,16915
16,17428
16,18722
17,806
17,900
17,1066
17,3970
17,4880
17,6265
17,6294
17,7111
17,10790
17,10842
17,11833
17,12660
17,14231
17,14277
17,14726
17,15683
17,15702
17,15726
17,16415
17,16609
17,16656
17,17095
17,19020
17,19079
17,19668
18,1057
18,3364
18,3658
18,5625
18,6022
18,7424
18,9874
18,10068
18,10325
18,10677
18,12176
18,12510
18,13482
18,13506
18,13520
18,14427
18,14509
18,14828
18,14946
18,16707
18,16883
18,17061
18,17339
18,17417
18,19488
19,1366
19,1609
19,1889
19,2455
19,3048
19,4478
19,4696
19,5312
19,5778
19,7903
19,10166
19,11395
19,11793
19,13370
19,13509
19,13718
19,15207
19,15511
19,16539
19,16601
19,17254
19,18600
19,19420
20,1831
20,2052
20,6981
20,9027
20,10586
20,12300
20,12682
20,13063
20,14220
20,14590
20,16300
20,17714
20,17769
20,19234
21,855
21,1979
21,3093
21,3597
21,4140
21,5339
21,5646
21,5799
21,6214
21,7159
21,7318
21,8019
21,8382
21,8612
21,9386
21,9807
21,10291
21,11770
21,12490
21,12796
21,13738
21,14105
21,14191
21,14814
21,15062
21,15156
21,17052
21,18521
21,19090
21,19105
21,19867
22,717
22,1090
22,1383
22,1750
22,6381
22,6893
22,6917
22,7412
22,7771
22,8140
22,9003
22,9484
22,9926
22,10313
22,10824
22,10868
22,10926
22,12324
22,12527
22,12593
22,13469
22,16641
22,16916
22,16934
22,17546
22,19370
22,19379
23,4161
23,4172
23,4206
23,4349
23,4965
23,5403
23,5972
23,6471
23,6774
23,6825
23,8358
23,8858
23,10273
23,11739
23,14388
23,14491
23,15225
23,15770
23,15921
23,17514
23,18491
23,19396
23,19621
24,1021
24,1915
24,2131
24,2546
24,2646
24,4268
24,7326
24,7392
24,7681
24,8076
24,8787
24,9210
24,10431
24,13942
24,15226
24,15454
24,16897
24,17223
24,17671
24,18560
24,19135
24,19322
24,19949
25,1402
25,4934
25,5429
25,5575
25,6498
25,6814
25,7443
25,7769
25,7931
25,7956
25,8009
25,8814
25,9536
25,9687
25,10464
25,11157
25,12458
25,12632
25,14167
25,15728
25,16224
25,16299
25,16644
25,16738
25,16810
25,19960
26,385
26,422
26,863
26,885
26,1170
26,2744
26,4515
26,9729
26,10245
26,11633
26,11640
26,11702
26,13222
26,13441
26,13548
26,13591
26,13651
26,14113
26,14344
26,17054
26,17122
26,17704
26,17896
27,227
27,274
27,1417
27,2096
27,2210
27,2904
27,2937
27,4444
27,4469
27,5489
27,6849
27,7012
27,7482
27,13737
27,13761
27,14259
27,15054
27,15434
27,15456
27,15508
27,16063
27,16766
27,17379
27,18196
27,18815
27,19135
27,19367
27,19909
27,19986
28,952
28,1266
28,4151
28,4417
28,4610
28,7925
28,8054
28,9870
28,9914
28,10472
28,10881
28,15042
28,16546
28,17015
28,17730
28,18263
